AOC_CODE,RANK_TITLE,OFFICER_SEX,OFFICER_RACE,OFFICER_AGE_RANGE,OFFICER_AGE,OFFICER_DIVISION,OFFICER_ASSIGNMENT,OFFICER_YEARS_SWORN,ObjectId
7853,POLICE OFFICER                     ,M,W ,30 - 39,36,8TH DIVISION                                           ,1ST PLATOON                                            ,12,1600
7239,POLICE OFFICER                     ,M,W ,30 - 39,30,1ST DIVISION                                           ,1ST PLATOON                                            ,7,1601
7992,POLICE OFFICER                     ,M,W ,30 - 39,36,3RD DIVISION                                           ,2ND PLATOON                                            ,10,1602
7193,POLICE OFFICER                     ,M,W ,OVER 60,60,6TH DIVISION                                           ,3RD PLATOON                                            ,7,1603
7991,POLICE SERGEANT                    ,M,H ,30 - 39,35,2ND DIVISION                                           ,1ST PLATOON                                            ,10,1604
7999,POLICE RECRUIT                     ,M,W ,40 - 49,45,FORMER EMPLOYEE                                        ,,122,1605
7185,POLICE OFFICER                     ,M,W ,30 - 39,32,5TH DIVISION                                           ,DETECTIVES                                             ,7,1606
7084,POLICE OFFICER                     ,F,W ,30 - 39,34,1ST DIVISION                                           ,BIKE PLATOON                                           ,9,1607
7242,POLICE OFFICER                     ,M,W ,30 - 39,39,CIS ROBBERY                                            ,2ND PLATOON                                            ,7,1608
7243,POLICE OFFICER                     ,M,W ,40 - 49,49,CIS HOMICIDE                                           ,SQUAD 4                                                ,7,1609
7234,POLICE OFFICER                     ,M,W ,50 - 59,57,3RD DIVISION                                           ,STAFF                                                  ,7,1610
7241,POLICE OFFICER                     ,M,W ,30 - 39,34,CIS SPECIAL VICTIMS                                    ,CRIMES AGAINST CHILDREN                                ,7,1611
7245,POLICE OFFICER                     ,M,W ,30 - 39,38,VIOLENT CRIME UNIT                                     ,SQUAD 1                                                ,7,1612
7246,POLICE OFFICER                     ,M,H ,40 - 49,47,7TH DIVISION                                           ,2ND PLATOON                                            ,12,1613
7244,POLICE OFFICER                     ,M,B ,30 - 39,34,3RD DIVISION                                           ,1ST PLATOON                                            ,7,1614
7247,POLICE OFFICER                     ,M,W ,30 - 39,30,CIS HOMICIDE                                           ,SQUAD 4                                                ,7,1615
7249,POLICE SERGEANT                    ,M,W ,30 - 39,32,4TH DIVISION                                           ,1ST PLATOON                                            ,7,1616
7250,POLICE OFFICER                     ,M,B ,30 - 39,34,CIS ROBBERY                                            ,2ND PLATOON                                            ,7,1617
7251,POLICE OFFICER                     ,M,W ,30 - 39,32,4TH DIVISION                                           ,1ST PLATOON                                            ,7,1618
7252,POLICE OFFICER                     ,M,W ,30 - 39,36,3RD DIVISION                                           ,1ST PLATOON                                            ,7,1619
7253,POLICE OFFICER                     ,M,W ,30 - 39,38,1ST DIVISION                                           ,DETECTIVES                                             ,6,1620
7254,POLICE OFFICER                     ,M,B ,30 - 39,38,PUBLIC INFORMATION OFFICE                              ,COMMUNITY ENGAGEMENT UNIT                              ,7,1621
7265,POLICE RECRUIT                     ,M,W ,40 - 49,41,TRAINING                                               ,RECRUITS                                               ,0,1622
7269,POLICE OFFICER                     ,F,B ,30 - 39,33,7TH DIVISION                                           ,1ST PLATOON                                            ,7,1623
7240,POLICE OFFICER                     ,M,W ,30 - 39,36,SWAT UNIT                                              ,SQUAD 2                                                ,7,1624
7255,POLICE OFFICER                     ,M,W ,40 - 49,40,TRAINING                                               ,IN-SERVICE TRAINING UNIT                               ,7,1625
7266,POLICE OFFICER                     ,M,B ,30 - 39,38,1ST DIVISION                                           ,1ST PLATOON                                            ,7,1626
7267,POLICE OFFICER                     ,M,W ,30 - 39,37,3RD DIVISION                                           ,1ST PLATOON                                            ,7,1627
7268,POLICE OFFICER                     ,F,W ,30 - 39,37,2ND DIVISION                                           ,DETECTIVES                                             ,7,1628
7256,POLICE OFFICER                     ,M,B ,30 - 39,34,6TH DIVISION                                           ,2ND PLATOON                                            ,7,1629
7258,POLICE OFFICER                     ,M,W ,30 - 39,36,4TH DIVISION                                           ,1ST PLATOON                                            ,7,1630
7259,POLICE OFFICER                     ,F,W ,40 - 49,47,4TH DIVISION                                           ,3RD PLATOON                                            ,7,1631
7260,POLICE RECRUIT                     ,M,A ,30 - 39,35,TRAINING                                               ,RECRUITS                                               ,0,1632
7261,POLICE OFFICER                     ,M,W ,40 - 49,41,CIS ROBBERY                                            ,2ND PLATOON                                            ,7,1633
